user_id,city,role,n_validation_received,n_received_agree,n_received_disagree,n_received_unsure,n_received_tie,n_received_curb_ramp,n_received_curb_ramp_agree,n_received_curb_ramp_disagree,n_received_curb_ramp_unsure,n_received_curb_ramp_tie,n_received_missing_curb_ramp,n_received_missing_curb_ramp_agree,n_received_missing_curb_ramp_disagree,n_received_missing_curb_ramp_unsure,n_received_missing_curb_ramp_tie,n_received_obstacle,n_received_obstacle_agree,n_received_obstacle_disagree,n_received_obstacle_unsure,n_received_obstacle_tie,n_received_surface_problem,n_received_surface_problem_agree,n_received_surface_problem_disagree,n_received_surface_problem_unsure,n_received_surface_problem_tie,n_validation_given,n_given_agree,n_given_disagree,n_given_unsure,n_given_curb_ramp,n_given_curb_ramp_agree,n_given_curb_ramp_disagree,n_given_curb_ramp_unsure,n_given_missing_curb_ramp,n_given_missing_curb_ramp_agree,n_given_missing_curb_ramp_disagree,n_given_missing_curb_ramp_unsure,n_given_obstacle,n_given_obstacle_agree,n_given_obstacle_disagree,n_given_obstacle_unsure,n_given_surface_problem,n_given_surface_problem_agree,n_given_surface_problem_disagree,n_given_surface_problem_unsure,n_audit_mission,n_validation_mission,high_quality_manual,meters_audited,n_label,n_label_with_tag,n_label_with_description,n_label_with_severity,label_severity_min,label_severity_max,label_severity_mean,label_severity_sd,n_curb_ramp,n_curb_ramp_with_tag,n_curb_ramp_with_description,n_curb_ramp_with_severity,curb_ramp_severity_min,curb_ramp_severity_max,curb_ramp_severity_mean,curb_ramp_severity_sd,n_missing_curb_ramp,n_missing_curb_ramp_with_tag,n_missing_curb_ramp_with_description,n_missing_curb_ramp_with_severity,missing_curb_ramp_severity_min,missing_curb_ramp_severity_max,missing_curb_ramp_severity_mean,missing_curb_ramp_severity_sd,n_obstacle,n_obstacle_with_tag,n_obstacle_with_description,n_obstacle_with_severity,obstacle_severity_min,obstacle_severity_max,obstacle_severity_mean,obstacle_severity_sd,n_surface_problem,n_surface_problem_with_tag,n_surface_problem_with_description,n_surface_problem_with_severity,surface_problem_severity_min,surface_problem_severity_max,surface_problem_severity_mean,surface_problem_severity_sd,n_no_sidewalk,n_no_sidewalk_with_tag,n_no_sidewalk_with_description,n_no_sidewalk_with_severity,no_sidewalk_severity_min,no_sidewalk_severity_max,no_sidewalk_severity_mean,no_sidewalk_severity_sd,tutorial_minutes,tutorial_error_count
69aac628-a9d7-4f61-9a76-6ce500528988,columbus,Registered,32,13,12,6,1,11,8,1,2,0,6,1,4,0,1,11,2,6,3,0,4,2,1,1,0,30,22,8,0,10,6,4,0,0,0,0,0,0,0,0,0,20,16,4,0,2,3,,348.9752540588379,45,32,0,43,1,5,2.7674418604651163,1.0654131615822318,12,4,0,12,1,4,2.0833333333333333,1.0836246694508317,6,5,0,6,2,3,2.3333333333333333,0.51639777949432225136,14,13,0,13,2,5,3.3846153846153846,0.96076892283052280090,4,2,0,4,2,3,2.2500000000000000,0.50000000000000000000,9,8,0,8,2,4,3.3750000000000000,0.91612538131290429045,16.77,0
6afbac7c-ea50-447f-90a5-5e6aa27dc36f,columbus,Researcher,23,17,2,0,4,10,9,1,0,0,0,0,0,0,0,3,3,0,0,0,10,5,1,0,4,180,123,57,0,40,36,4,0,70,36,34,0,10,9,1,0,60,42,18,0,4,18,,838.1999816894531,23,13,1,23,1,2,1.3043478260869565,0.47047196889696474377,10,2,0,10,1,2,1.1000000000000000,0.31622776601683793320,0,0,0,0,,,,,3,3,0,3,1,2,1.3333333333333333,0.57735026918962576451,10,8,1,10,1,2,1.5000000000000000,0.52704627669472988867,0,0,0,0,,,,,25.39,0
6bbb08e6-ee17-4c81-af92-4e5340619912,columbus,Registered,55,46,5,1,3,34,32,1,1,0,14,8,3,0,3,6,5,1,0,0,1,1,0,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,4,1,,838.1999816894531,88,30,0,86,1,5,2.0581395348837209,1.4004591781671904,62,18,0,62,1,3,1.3387096774193548,0.57097984194261382754,14,4,0,13,2,5,3.8461538461538462,0.89871703427291712390,6,5,0,5,1,5,3.2000000000000000,1.7888543819998318,1,1,0,1,5,5,5.0000000000000000,,5,2,0,5,3,5,4.6000000000000000,0.89442719099991587856,4.06,1
6bd00064-d2d5-4074-b725-a6187ba2d060,columbus,Anonymous,12,8,3,1,0,5,3,2,0,0,0,0,0,0,0,5,3,1,1,0,2,2,0,0,0,20,18,0,2,10,9,0,1,0,0,0,0,0,0,0,0,10,9,0,1,1,2,,152.39999389648438,12,10,1,12,1,3,1.5833333333333333,0.66855792342152147266,5,4,0,5,1,1,1.00000000000000000000,0,0,0,0,0,,,,,5,4,1,5,1,2,1.8000000000000000,0.44721359549995793928,2,2,0,2,2,3,2.5000000000000000,0.70710678118654752440,0,0,0,0,,,,,14.20,1
6cd6e7e0-4404-487a-947e-d27509bd073f,columbus,Registered,51,32,16,3,0,16,12,4,0,0,11,6,5,0,0,6,3,2,1,0,18,11,5,2,0,20,18,2,0,10,10,0,0,0,0,0,0,10,8,2,0,0,0,0,0,4,2,,533.3999938964844,75,68,5,72,1,5,2.8194444444444444,1.0658117172317160,29,22,5,26,1,5,2.8461538461538462,0.92487005324240841949,13,13,0,13,1,5,3.0769230769230769,1.3204505835470495,7,7,0,7,2,4,2.4285714285714286,0.78679579246944314580,19,19,0,19,1,4,2.4736842105263158,0.90482785671772819310,7,7,0,7,1,5,3.5714285714285714,1.3972762620115438,9.63,2
6cdf9d2c-61f7-4023-9d4f-5a558a5fe932,columbus,Registered,576,403,128,32,13,180,166,12,2,0,10,7,3,0,0,182,66,92,17,7,204,164,21,13,6,210,131,75,4,40,36,4,0,110,48,59,3,0,0,0,0,60,47,12,1,44,21,,12167.480682373047,1623,964,178,1591,1,5,1.8981772470144563,1.3264376830647956,560,78,15,557,1,5,1.2262118491921005,0.47509428636690718805,10,7,2,10,1,4,2.7000000000000000,0.82327260234856460197,544,406,137,537,1,5,1.1899441340782123,0.57078385864623612980,213,207,18,211,1,5,2.2322274881516588,0.66769273329724525879,276,266,6,276,1,5,4.3478260869565217,0.83253980664246245680,15.11,1
70cd239b-0c28-49a1-b70a-936f07cbf2ba,columbus,Anonymous,22,17,3,0,2,14,12,2,0,0,2,2,0,0,0,4,3,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,152.39999389648438,39,11,1,39,1,4,1.4615384615384615,0.85366558983670828334,31,3,1,31,1,4,1.3548387096774194,0.83858559876235228801,2,2,0,2,3,3,3.0000000000000000,0,4,4,0,4,1,2,1.2500000000000000,0.50000000000000000000,2,2,0,2,2,2,2.0000000000000000,0,0,0,0,0,,,,,8.01,3
72016aaa-ec06-4f8c-9cf8-af8e68d07e6b,columbus,Anonymous,17,8,5,3,1,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,12,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10.78490924835205,17,17,0,15,1,4,2.0000000000000000,0.65465367070797714380,0,0,0,0,,,,,0,0,0,0,,,,,5,5,0,4,1,4,2.0000000000000000,1.4142135623730950,12,12,0,11,2,2,2.0000000000000000,0,0,0,0,0,,,,,,
7607fc72-8cc1-47f3-b72c-703d5b5aeb5b,columbus,Registered,80,73,6,1,0,66,63,2,1,0,1,1,0,0,0,0,0,0,0,0,13,9,4,0,0,10,6,0,4,0,0,0,0,10,6,0,4,0,0,0,0,0,0,0,0,42,1,,6168.091717481613,375,121,0,375,1,5,1.6960000000000000,1.2446076202330781,293,43,0,293,1,2,1.1501706484641638,0.35784979758089516513,2,1,0,2,2,4,3.0000000000000000,1.4142135623730950,0,0,0,0,,,,,43,41,0,43,1,5,2.8372093023255814,1.2136178216614420,37,36,0,37,3,5,4.6216216216216216,0.63906839102588105426,6.46,0
76ca7c57-1779-4c7c-85e9-e27e6c30a42d,columbus,Registered,39,22,12,0,5,11,10,1,0,0,0,0,0,0,0,16,10,6,0,0,12,2,5,0,5,59,31,26,2,49,25,22,2,0,0,0,0,10,6,4,0,0,0,0,0,2,5,,438.0128936767578,71,56,6,67,1,4,1.3134328358208955,0.76294793547057060645,13,5,0,13,1,3,1.5384615384615385,0.87705801930702921472,0,0,0,0,,,,,45,38,6,41,1,4,1.2682926829268293,0.70796858136157564321,12,12,0,12,1,1,1.00000000000000000000,0,1,1,0,1,4,4,4.0000000000000000,,27.54,0
77d09d7f-a9b1-43b4-a2cc-8958be373a05,columbus,Anonymous,10,7,3,0,0,9,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30,22,7,1,10,9,1,0,10,7,3,0,0,0,0,0,10,6,3,1,1,3,,87.38559627532959,10,3,0,7,1,2,1.4285714285714286,0.53452248382484876937,9,2,0,7,1,2,1.4285714285714286,0.53452248382484876937,0,0,0,0,,,,,1,1,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,3.96,2
787d4ea4-2003-434d-976e-fd71b79db650,columbus,Anonymous,19,10,7,0,2,11,8,3,0,0,8,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,152.39999389648438,22,16,0,22,1,5,2.6363636363636364,1.3988244910316507,11,5,0,11,1,4,1.6363636363636364,1.1200649331826501,8,8,0,8,3,4,3.2500000000000000,0.46291004988627573078,0,0,0,0,,,,,0,0,0,0,,,,,3,3,0,3,4,5,4.6666666666666667,0.57735026918962576451,7.53,1
796cd84e-c15f-491d-8d8c-6ecd0ba103e5,columbus,Anonymous,17,16,0,1,0,15,15,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,30,13,11,6,10,8,1,1,0,0,0,0,0,0,0,0,20,5,10,5,1,3,,152.39999389648438,20,1,2,18,1,1,1.00000000000000000000,0,18,0,0,18,1,1,1.00000000000000000000,0,0,0,0,0,,,,,2,1,2,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,7.65,1
7a1e584f-b1dc-41a7-9144-1ce00003910f,columbus,Registered,286,188,71,11,16,133,125,6,2,0,110,26,62,6,16,3,2,1,0,0,40,35,2,3,0,75,68,6,1,30,30,0,0,40,33,6,1,0,0,0,0,5,5,0,0,43,7,,11850.047100067139,625,113,9,621,1,5,2.2141706924315620,1.6831783001726047,396,8,0,395,1,5,1.1240506329113924,0.44755829098089618393,110,8,6,110,1,5,4.6090909090909091,0.85772747051616870446,3,3,0,3,2,5,3.0000000000000000,1.7320508075688773,46,45,1,45,1,5,2.2888888888888889,0.78688748826748998699,70,49,2,68,1,5,4.5882352941176471,1.0822212386947513,14.77,1
7aaa7b7e-d72c-4cf0-9889-7c2d2299c49b,columbus,Registered,98,58,26,9,5,19,18,0,1,0,3,3,0,0,0,40,19,18,2,1,36,18,8,6,4,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,5,1,,1142.9999694824219,290,215,43,281,1,5,2.2918149466192171,1.6125303700099332,56,10,13,56,1,5,1.4464285714285714,0.76085222211419209083,3,3,1,3,4,5,4.6666666666666667,0.57735026918962576451,135,118,15,130,1,5,1.4384615384615385,0.88924535686771684312,40,37,11,36,1,5,2.3333333333333333,1.0419761445034554,56,47,3,56,3,5,4.9642857142857143,0.26726124191242438468,49.35,1
7ab6a882-345b-4a1b-a132-75f74a9ec31e,columbus,Registered,72,60,7,4,1,37,35,2,0,0,7,6,0,1,0,21,12,5,3,1,7,7,0,0,0,30,16,14,0,0,0,0,0,10,5,5,0,10,6,4,0,10,5,5,0,4,3,,835.0477294921875,109,68,2,95,1,5,2.6526315789473684,1.2528131837829000,64,32,0,60,1,5,2.2000000000000000,1.1468453414859981,7,4,0,7,2,5,3.4285714285714286,1.1338934190276817,31,25,2,22,2,5,3.6363636363636364,1.0021621646864365,7,7,0,6,2,4,2.6666666666666667,0.81649658092772603273,0,0,0,0,,,,,,
7b8c03f9-5d23-49c1-8e8f-f2e862193b23,columbus,Registered,389,333,23,23,10,146,142,3,1,0,5,5,0,0,0,25,22,1,2,0,213,164,19,20,10,280,194,77,9,60,58,2,0,110,49,52,9,30,21,9,0,80,66,14,0,20,28,,5494.590606689453,628,420,0,620,1,5,2.3177419354838710,0.99790154518203858367,291,131,0,286,1,5,1.9475524475524476,0.99861884746021111611,5,5,0,5,2,3,2.2000000000000000,0.44721359549995793928,40,31,0,40,2,5,2.8750000000000000,0.75744171308289373742,224,193,0,223,1,5,2.4484304932735426,0.83059988815380112386,68,60,0,66,1,5,3.1515151515151515,0.91554816270278115197,9.75,0
7c811136-cc78-46c2-8bc6-1f87fc071908,columbus,Anonymous,70,66,3,1,0,44,41,2,1,0,7,7,0,0,0,10,10,0,0,0,9,8,1,0,0,60,41,19,0,10,10,0,0,10,7,3,0,0,0,0,0,40,24,16,0,7,6,,1841.5618286132812,132,39,1,130,1,5,1.7307692307692308,1.06231034997597117629,105,18,1,103,1,4,1.3203883495145631,0.67466174869860015839,7,7,0,7,2,4,3.0000000000000000,0.57735026918962576451,10,4,0,10,3,5,3.4000000000000000,0.84327404271156782187,9,9,0,9,2,5,3.4444444444444444,0.88191710368819686350,1,1,0,1,3,3,3.0000000000000000,,5.15,0
8097dc35-713c-4ce9-9921-8c652e001727,columbus,Registered,15,15,0,0,0,14,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,36,12,2,20,20,0,0,30,16,12,2,0,0,0,0,0,0,0,0,3,5,,304.79998779296875,23,7,0,23,1,5,2.0000000000000000,1.5954480704349313,20,4,0,20,1,5,1.7000000000000000,1.4545753585442765,0,0,0,0,,,,,1,1,0,1,4,4,4.0000000000000000,,0,0,0,0,,,,,2,2,0,2,3,5,4.0000000000000000,1.4142135623730950,,
80a19318-141a-4cea-991e-da865728760e,columbus,Registered,18,17,0,0,1,15,15,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,20,12,7,1,0,0,0,0,20,12,7,1,0,0,0,0,0,0,0,0,5,2,,662.1223850250244,33,20,0,28,1,5,3.1785714285714286,1.6113847605587086,18,8,0,16,1,4,2.0625000000000000,1.0626225419530054,1,0,0,1,3,3,3.0000000000000000,,1,1,0,0,,,,,1,1,0,1,3,3,3.0000000000000000,,12,10,0,10,5,5,5.0000000000000000,0,4.44,7
81a0e14d-720a-4828-8cd1-dfe548a04eb2,columbus,Researcher,94,79,7,3,5,44,42,1,1,0,3,3,0,0,0,12,10,1,1,0,35,24,5,1,5,60,52,8,0,30,26,4,0,10,8,2,0,0,0,0,0,20,18,2,0,8,6,,1705.896327972412,162,63,11,160,1,5,1.8062500000000000,0.96802252559684430195,100,13,5,99,1,4,1.2222222222222222,0.54502491153617128757,3,2,0,3,2,3,2.6666666666666667,0.57735026918962576451,12,7,2,11,2,4,2.5454545454545455,0.68755165095232861878,36,36,4,36,2,3,2.5555555555555556,0.50395263067896963628,11,5,0,11,3,5,3.6363636363636364,0.80903983495589050349,11.40,1
8344c302-084d-4ec0-a5d9-cccc54fe4292,columbus,Registered,30,16,12,1,1,10,8,1,1,0,0,0,0,0,0,15,5,10,0,0,5,3,1,0,1,60,48,12,0,30,24,6,0,10,5,5,0,0,0,0,0,20,19,1,0,1,6,,246.81674194335938,49,30,4,44,1,2,1.0454545454545455,0.21070705494148544266,10,1,0,10,1,2,1.1000000000000000,0.31622776601683793320,0,0,0,0,,,,,34,24,4,31,1,2,1.0322580645161290,0.17960530202677490072,5,5,0,3,1,1,1.00000000000000000000,0,0,0,0,0,,,,,6.45,1
8689d0d3-0dbc-4fe5-b3be-25e31d7dc4c7,columbus,Registered,354,325,21,6,2,173,165,3,4,1,29,23,6,0,0,47,37,9,1,0,105,100,3,1,1,178,161,16,1,68,66,1,1,50,40,10,0,10,6,4,0,50,49,1,0,87,18,,18421.617335885763,964,445,44,948,1,5,2.4525316455696203,1.5809264136230563,572,115,19,570,1,5,1.4192982456140351,0.83296294916962519292,29,11,1,27,1,5,4.1111111111111111,1.2506408613597127,104,78,19,98,1,5,3.4183673469387755,0.99403861639352245825,113,108,3,111,1,5,3.3063063063063063,0.86121259958685096280,144,133,0,140,3,5,4.9571428571428571,0.29065613126039509121,29.46,7
8e6b131f-17e7-485c-9314-ca5a4fc9f580,columbus,Anonymous,11,11,0,0,0,7,7,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,0,0,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,1,1,,76.19999694824219,11,4,0,11,1,4,2.1818181818181818,1.4709304414677003,7,0,0,7,1,2,1.1428571428571429,0.37796447300922722721,4,4,0,4,4,4,4.0000000000000000,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,
8ec6402e-cc6e-4e4e-b652-21c579d5ce93,columbus,Anonymous,37,33,2,1,1,30,29,0,1,0,1,0,0,0,1,5,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,838.1999816894531,50,15,0,49,1,4,2.0408163265306122,0.91193895248597890441,42,9,0,42,1,4,1.9761904761904762,0.92362211780167469027,1,1,0,1,3,3,3.0000000000000000,,5,4,0,4,2,2,2.0000000000000000,0,1,0,0,1,2,2,2.0000000000000000,,1,1,0,1,4,4,4.0000000000000000,,7.16,1
8f1deba6-6c49-4660-b11c-80c0ea2abcd8,columbus,Registered,75,45,22,3,5,21,21,0,0,0,9,6,3,0,0,34,12,19,3,0,11,6,0,0,5,54,43,10,1,30,25,4,1,10,6,4,0,10,8,2,0,4,4,0,0,3,5,,607.533088684082,131,91,2,125,1,5,2.4800000000000000,1.3888960573291711,37,10,0,36,1,5,1.5555555555555556,0.90851352515899585634,9,9,0,8,2,5,3.5000000000000000,1.0690449676496976,63,55,1,61,1,5,2.5573770491803279,1.2318629545520939,11,11,0,11,1,4,2.2727272727272727,1.1908743922772956,10,6,1,9,5,5,5.0000000000000000,0,20.02,0
90e82ba3-04d6-4ad0-be76-3fcdd8f11f1b,columbus,Registered,41,32,5,2,2,26,22,3,1,0,7,4,2,0,1,8,6,0,1,1,0,0,0,0,0,30,13,16,1,0,0,0,0,10,5,4,1,0,0,0,0,20,8,12,0,5,3,,1142.9999694824219,77,21,0,42,1,5,1.4761904761904762,1.0178431341620099,57,10,0,39,1,4,1.2564102564102564,0.59462277816535957047,7,3,0,1,3,3,3.0000000000000000,,8,7,0,0,,,,,0,0,0,0,,,,,5,1,0,2,5,5,5.0000000000000000,0,12.96,0
91a21738-b75d-4d8d-992b-95f64b0b1831,columbus,Registered,37,23,13,1,0,15,15,0,0,0,2,1,1,0,0,20,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,304.79998779296875,81,59,1,77,1,3,1.2337662337662338,0.48384708045610030603,27,8,0,27,1,2,1.2962962962962963,0.46532162696807519460,2,2,0,2,1,1,1.00000000000000000000,0,52,49,1,48,1,3,1.2083333333333333,0.50353361287085904117,0,0,0,0,,,,,0,0,0,0,,,,,16.22,0
9236bc61-60ef-4d3e-8a6f-f1679d3d71aa,columbus,Registered,254,219,29,3,3,56,53,3,0,0,38,26,8,1,3,16,14,2,0,0,144,126,16,2,0,40,29,11,0,10,7,3,0,30,22,8,0,0,0,0,0,0,0,0,0,96,4,,14424.13501548767,738,109,0,732,1,5,1.6174863387978142,0.81947580494384069841,415,32,0,412,1,2,1.0703883495145631,0.25611137453389121101,38,1,0,37,1,3,2.5135135135135135,0.55884909618993955416,35,13,0,34,1,5,2.3529411764705882,0.73370594973556119707,230,44,0,229,1,4,2.1746724890829694,0.69146773857803076037,20,19,0,20,3,4,3.6000000000000000,0.50262468995003460837,1.76,1
966e6872-dae8-46fd-b649-32ebbba3c203,columbus,Registered,48,43,4,1,0,42,38,3,1,0,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,1632.8294982910156,125,16,0,120,1,4,1.2583333333333333,0.70407974783864264380,117,8,0,113,1,3,1.1238938053097345,0.44586880202812740815,5,5,0,4,3,4,3.5000000000000000,0.57735026918962576451,0,0,0,0,,,,,1,1,0,1,4,4,4.0000000000000000,,2,2,0,2,3,3,3.0000000000000000,0,11.75,2
99365ef9-a45f-44fb-be16-db237f14c6d5,columbus,Registered,48,32,14,0,2,10,9,1,0,0,8,4,3,0,1,30,19,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,533.3999938964844,106,46,1,102,1,5,4.0588235294117647,1.07005625290980862269,11,1,1,8,1,5,2.1250000000000000,1.5526475085202970,8,3,0,8,3,5,4.5000000000000000,0.92582009977255146157,46,14,0,45,3,5,4.3333333333333333,0.56407607481776620892,0,0,0,0,,,,,41,28,0,41,2,5,4.0487804878048780,1.0476454436543673,8.48,3
99460835-7662-497d-877c-989dcaf1019b,columbus,Registered,21,18,2,1,0,4,4,0,0,0,8,7,1,0,0,1,1,0,0,0,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,126.01322555541992,21,19,0,21,1,5,3.4285714285714286,1.3255726525328052,4,2,0,4,1,3,2.2500000000000000,0.95742710775633810998,8,8,0,8,2,5,4.2500000000000000,1.3887301496588272,1,1,0,1,4,4,4.0000000000000000,,8,8,0,8,2,4,3.1250000000000000,0.99103120896511485334,0,0,0,0,,,,,,
99c61b9e-7c54-495e-9582-7939ed9cc73c,columbus,Registered,84,77,4,2,1,40,36,3,1,0,3,2,1,0,0,4,3,0,0,1,37,36,0,1,0,70,65,5,0,20,18,2,0,20,17,3,0,0,0,0,0,30,30,0,0,14,7,,1767.4810466766357,146,71,3,128,1,5,2.5312500000000000,1.4359693151372518,75,12,3,63,1,4,1.7619047619047619,0.96242780565920412491,3,3,0,3,2,4,2.6666666666666667,1.1547005383792515,4,4,0,4,2,5,2.7500000000000000,1.5000000000000000,38,35,0,36,1,4,2.3333333333333333,0.79282496717209188267,26,17,0,22,5,5,5.0000000000000000,0,10.45,2
9b0bf314-075f-45de-8ba5-268c50fd2b42,columbus,Registered,18,15,3,0,0,15,13,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,110,90,12,8,40,36,2,2,20,14,5,1,10,8,2,0,40,32,3,5,4,11,,685.7999877929688,51,4,12,46,1,2,1.4782608695652174,0.50504699164346671914,48,1,12,43,1,2,1.4418604651162791,0.50248551655959146505,0,0,0,0,,,,,1,1,0,1,2,2,2.0000000000000000,,2,2,0,2,2,2,2.0000000000000000,0,0,0,0,0,,,,,25.70,2
9c625825-501e-4ef9-beef-da88e69ba293,columbus,Registered,18,14,3,0,1,8,6,2,0,0,2,0,1,0,1,0,0,0,0,0,8,8,0,0,0,30,27,2,1,10,7,2,1,0,0,0,0,0,0,0,0,20,20,0,0,3,3,,304.79998779296875,28,23,6,25,1,5,2.9200000000000000,1.1150485789118487,11,9,3,10,1,4,2.4000000000000000,0.84327404271156782187,2,2,0,2,4,5,4.5000000000000000,0.70710678118654752440,1,0,1,0,,,,,9,9,0,9,2,4,2.5555555555555556,0.72648315725677892537,4,3,1,3,3,5,4.3333333333333333,1.1547005383792515,7.31,1
9d616b57-535a-4fc1-a4f0-ca05871cc542,columbus,Registered,11,10,0,1,0,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,152.39999389648438,16,0,0,16,1,1,1.00000000000000000000,0,16,0,0,16,1,1,1.00000000000000000000,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,6.28,0
9eca3d04-f528-455d-876e-346648ddf79e,columbus,Registered,51,38,9,2,2,27,22,3,2,0,6,4,1,0,1,5,3,2,0,0,13,9,3,0,1,10,6,4,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,6,1,,1447.7999572753906,81,7,0,77,1,5,1.7402597402597403,1.2290625161029870,49,1,0,49,1,2,1.0816326530612245,0.27664166758624406322,6,0,0,6,1,5,4.0000000000000000,1.6733200530681511,5,0,0,3,3,5,4.3333333333333333,1.1547005383792515,13,2,0,13,1,5,2.0769230769230769,1.0377490433255416,7,4,0,6,2,3,2.8333333333333333,0.40824829046386301637,9.10,0
9f908df0-c9cc-4a3a-9bc0-b48521daf1c9,columbus,Anonymous,17,12,5,0,0,8,8,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,20,17,2,1,10,7,2,1,10,10,0,0,0,0,0,0,0,0,0,0,1,2,,76.19999694824219,17,13,0,17,1,5,2.0588235294117647,0.96634545034980358512,8,4,0,8,1,3,1.8750000000000000,0.83452296039628018648,0,0,0,0,,,,,9,9,0,9,1,5,2.2222222222222222,1.0929064207170001,0,0,0,0,,,,,0,0,0,0,,,,,4.23,2
a4e539c6-693c-478a-94fa-d92de7b4ca39,columbus,Anonymous,48,35,10,3,0,28,26,1,1,0,0,0,0,0,0,18,8,8,2,0,2,1,1,0,0,30,26,1,3,10,9,0,1,0,0,0,0,0,0,0,0,20,17,1,2,3,3,,737.1935577392578,80,28,0,79,1,5,2.2784810126582278,1.0970439168073854,48,6,0,47,1,3,1.6808510638297872,0.55585355354443322841,0,0,0,0,,,,,25,20,0,25,2,4,2.9600000000000000,0.67577116442377642093,2,2,0,2,1,1,1.00000000000000000000,0,5,0,0,5,5,5,5.0000000000000000,0,10.60,0
a6b8ddb9-1f35-4c66-89e0-e230e2d8db9f,columbus,Researcher,546,460,20,8,58,285,276,5,4,0,16,13,2,0,1,83,70,5,4,4,162,101,8,0,53,1518,1278,128,112,610,598,2,10,398,218,120,60,20,11,1,8,490,451,5,34,17,152,,4445.125118523836,863,217,146,694,1,5,1.5317002881844380,1.1725593876417580,427,23,14,422,1,5,1.1540284360189573,0.53163162924455982075,16,8,0,16,1,5,4.4375000000000000,1.0307764064044151,96,49,43,93,1,5,3.1935483870967742,1.7084067362421595,162,131,89,162,1,5,1.2530864197530864,0.67162293838673083225,154,6,0,1,5,5,5.0000000000000000,,,
a705ab31-149b-4412-8b18-28cde1dfce0b,columbus,Anonymous,16,14,2,0,0,13,11,2,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,152.39999389648438,24,7,1,24,1,4,1.5416666666666667,0.83297093569352401957,21,5,1,21,1,4,1.4761904761904762,0.81357529578076662785,0,0,0,0,,,,,2,1,0,2,1,2,1.5000000000000000,0.70710678118654752440,1,1,0,1,3,3,3.0000000000000000,,0,0,0,0,,,,,6.82,0
a7451593-c6d2-4701-9b48-5013d1ae5577,columbus,Anonymous,30,23,0,2,5,19,18,0,1,0,2,1,0,0,1,3,2,0,1,0,6,2,0,0,4,50,33,15,2,0,0,0,0,20,17,2,1,30,16,13,1,0,0,0,0,4,5,,838.1999816894531,62,37,0,61,1,5,2.9672131147540984,1.4138271124239826,27,14,0,27,1,3,1.5925925925925926,0.63604905829535237069,2,0,0,2,3,4,3.5000000000000000,0.70710678118654752440,3,3,0,3,3,4,3.6666666666666667,0.57735026918962576451,6,6,0,5,3,4,3.4000000000000000,0.54772255750516611346,24,14,0,24,3,5,4.2916666666666667,0.69025305168634991018,6.01,2
